id,Метка времени,id абонента,"Тип услуги (звонок, смс, трафик)",Объем затраченных единиц
614,2022-03-26 13:00:00,307,смс,2
615,2022-03-26 14:00:00,38,смс,2
616,2022-03-26 15:00:00,401,трафик,103
617,2022-03-26 16:00:00,155,смс,2
618,2022-03-26 17:00:00,433,смс,1
619,2022-03-26 18:00:00,407,смс,2
620,2022-03-26 19:00:00,376,трафик,320
621,2022-03-26 20:00:00,391,звонок,3
622,2022-03-26 21:00:00,394,звонок,41
623,2022-03-26 22:00:00,8,звонок,20
624,2022-03-26 23:00:00,211,смс,1
625,2022-03-27 00:00:00,483,трафик,348
626,2022-03-27 01:00:00,215,звонок,18
627,2022-03-27 02:00:00,418,звонок,10
628,2022-03-27 03:00:00,6,смс,2
629,2022-03-27 04:00:00,26,звонок,44
630,2022-03-27 05:00:00,59,трафик,293
631,2022-03-27 06:00:00,108,трафик,484
632,2022-03-27 07:00:00,26,звонок,6
633,2022-03-27 08:00:00,317,звонок,25
634,2022-03-27 09:00:00,84,трафик,120
635,2022-03-27 10:00:00,491,звонок,36
636,2022-03-27 11:00:00,456,смс,2
637,2022-03-27 12:00:00,48,звонок,35
638,2022-03-27 13:00:00,469,звонок,48
639,2022-03-27 14:00:00,380,смс,2
640,2022-03-27 15:00:00,243,звонок,37
641,2022-03-27 16:00:00,105,звонок,18
642,2022-03-27 17:00:00,113,трафик,192
643,2022-03-27 18:00:00,367,звонок,39
644,2022-03-27 19:00:00,313,трафик,438
645,2022-03-27 20:00:00,196,трафик,351
646,2022-03-27 21:00:00,220,смс,2
647,2022-03-27 22:00:00,251,смс,2
648,2022-03-27 23:00:00,246,смс,2
649,2022-03-28 00:00:00,388,трафик,250
650,2022-03-28 01:00:00,49,смс,1
651,2022-03-28 02:00:00,344,звонок,35
652,2022-03-28 03:00:00,442,трафик,342
653,2022-03-28 04:00:00,91,смс,2
654,2022-03-28 05:00:00,48,звонок,19
655,2022-03-28 06:00:00,273,трафик,407
656,2022-03-28 07:00:00,145,смс,1
657,2022-03-28 08:00:00,435,звонок,15
658,2022-03-28 09:00:00,69,смс,1
659,2022-03-28 10:00:00,22,смс,1
660,2022-03-28 11:00:00,432,смс,2
661,2022-03-28 12:00:00,476,звонок,21
662,2022-03-28 13:00:00,19,звонок,32
663,2022-03-28 14:00:00,132,звонок,39
664,2022-03-28 15:00:00,39,трафик,244
665,2022-03-28 16:00:00,416,трафик,345
666,2022-03-28 17:00:00,424,звонок,38
667,2022-03-28 18:00:00,499,трафик,349
668,2022-03-28 19:00:00,89,трафик,85
669,2022-03-28 20:00:00,363,звонок,33
670,2022-03-28 21:00:00,112,смс,1
671,2022-03-28 22:00:00,226,смс,1
672,2022-03-28 23:00:00,122,звонок,36
673,2022-03-29 00:00:00,493,трафик,345
674,2022-03-29 01:00:00,112,смс,1
675,2022-03-29 02:00:00,154,звонок,36
676,2022-03-29 03:00:00,200,трафик,381
677,2022-03-29 04:00:00,415,трафик,223
678,2022-03-29 05:00:00,373,звонок,43
679,2022-03-29 06:00:00,5,звонок,14
680,2022-03-29 07:00:00,188,трафик,398
681,2022-03-29 08:00:00,297,смс,2
682,2022-03-29 09:00:00,225,звонок,28
683,2022-03-29 10:00:00,460,трафик,373
684,2022-03-29 11:00:00,185,звонок,29
685,2022-03-29 12:00:00,386,звонок,7
686,2022-03-29 13:00:00,61,звонок,1
687,2022-03-29 14:00:00,27,трафик,298
688,2022-03-29 15:00:00,74,звонок,36
689,2022-03-29 16:00:00,261,трафик,274
690,2022-03-29 17:00:00,394,трафик,430
691,2022-03-29 18:00:00,305,звонок,37
692,2022-03-29 19:00:00,238,трафик,133
693,2022-03-29 20:00:00,171,звонок,38
694,2022-03-29 21:00:00,73,звонок,47
695,2022-03-29 22:00:00,305,трафик,309
696,2022-03-29 23:00:00,361,трафик,346
697,2022-03-30 00:00:00,11,трафик,433
698,2022-03-30 01:00:00,226,звонок,9
699,2022-03-30 02:00:00,397,трафик,102
700,2022-03-30 03:00:00,376,трафик,348
701,2022-03-30 04:00:00,179,смс,1
702,2022-03-30 05:00:00,278,звонок,30
703,2022-03-30 06:00:00,72,трафик,380
704,2022-03-30 07:00:00,109,смс,1
705,2022-03-30 08:00:00,2,звонок,14
706,2022-03-30 09:00:00,69,смс,2
707,2022-03-30 10:00:00,430,трафик,498
708,2022-03-30 11:00:00,50,трафик,356
709,2022-03-30 12:00:00,135,трафик,302
710,2022-03-30 13:00:00,56,трафик,382
711,2022-03-30 14:00:00,209,трафик,328
712,2022-03-30 15:00:00,201,смс,1
713,2022-03-30 16:00:00,120,трафик,185
714,2022-03-30 17:00:00,404,звонок,5
715,2022-03-30 18:00:00,104,трафик,465
716,2022-03-30 19:00:00,88,звонок,31
717,2022-03-30 20:00:00,473,звонок,13
718,2022-03-30 21:00:00,75,трафик,328
719,2022-03-30 22:00:00,370,трафик,313
720,2022-03-30 23:00:00,393,звонок,25
721,2022-03-31 00:00:00,18,смс,2
722,2022-03-31 01:00:00,471,звонок,4
723,2022-03-31 02:00:00,499,трафик,232
724,2022-03-31 03:00:00,127,звонок,46
725,2022-03-31 04:00:00,325,трафик,84
726,2022-03-31 05:00:00,15,трафик,151
727,2022-03-31 06:00:00,467,трафик,183
728,2022-03-31 07:00:00,100,звонок,48
729,2022-03-31 08:00:00,347,смс,2
730,2022-03-31 09:00:00,109,звонок,14
731,2022-03-31 10:00:00,312,смс,1
732,2022-03-31 11:00:00,430,смс,2
733,2022-03-31 12:00:00,204,трафик,242
734,2022-03-31 13:00:00,491,звонок,42
735,2022-03-31 14:00:00,116,смс,2
736,2022-03-31 15:00:00,31,звонок,36
737,2022-03-31 16:00:00,342,звонок,43
738,2022-03-31 17:00:00,199,смс,1
739,2022-03-31 18:00:00,331,звонок,25
740,2022-03-31 19:00:00,148,смс,1
741,2022-03-31 20:00:00,192,смс,1
742,2022-03-31 21:00:00,469,звонок,49
743,2022-03-31 22:00:00,142,трафик,240
744,2022-03-31 23:00:00,395,смс,1
745,2022-04-01 00:00:00,17,смс,1
746,2022-04-01 01:00:00,173,звонок,9
747,2022-04-01 02:00:00,99,смс,1
748,2022-04-01 03:00:00,70,трафик,464
749,2022-04-01 04:00:00,8,смс,1
750,2022-04-01 05:00:00,52,смс,2
751,2022-04-01 06:00:00,99,смс,1
752,2022-04-01 07:00:00,60,трафик,288
753,2022-04-01 08:00:00,67,трафик,369
754,2022-04-01 09:00:00,19,смс,1
755,2022-04-01 10:00:00,215,смс,1
756,2022-04-01 11:00:00,406,смс,1
757,2022-04-01 12:00:00,209,звонок,30
758,2022-04-01 13:00:00,185,смс,2
759,2022-04-01 14:00:00,404,звонок,39
760,2022-04-01 15:00:00,286,смс,1
761,2022-04-01 16:00:00,488,трафик,486
762,2022-04-01 17:00:00,199,смс,2
763,2022-04-01 18:00:00,125,трафик,82
764,2022-04-01 19:00:00,162,трафик,102
765,2022-04-01 20:00:00,401,трафик,492
766,2022-04-01 21:00:00,258,смс,2
767,2022-04-01 22:00:00,330,трафик,135
768,2022-04-01 23:00:00,448,смс,1
769,2022-04-02 00:00:00,95,смс,1
770,2022-04-02 01:00:00,245,смс,1
771,2022-04-02 02:00:00,433,звонок,43
772,2022-04-02 03:00:00,243,трафик,220
773,2022-04-02 04:00:00,114,звонок,18
774,2022-04-02 05:00:00,334,трафик,307
775,2022-04-02 06:00:00,181,смс,2
776,2022-04-02 07:00:00,30,трафик,339
777,2022-04-02 08:00:00,109,звонок,3
778,2022-04-02 09:00:00,381,смс,2
779,2022-04-02 10:00:00,71,смс,2
780,2022-04-02 11:00:00,313,звонок,43
781,2022-04-02 12:00:00,440,смс,2
782,2022-04-02 13:00:00,202,звонок,23
783,2022-04-02 14:00:00,18,звонок,3
784,2022-04-02 15:00:00,288,трафик,430
785,2022-04-02 16:00:00,395,трафик,476
786,2022-04-02 17:00:00,396,звонок,5
787,2022-04-02 18:00:00,499,смс,1
788,2022-04-02 19:00:00,484,звонок,35
789,2022-04-02 20:00:00,227,звонок,9
790,2022-04-02 21:00:00,31,звонок,40
791,2022-04-02 22:00:00,299,трафик,362
792,2022-04-02 23:00:00,89,трафик,203
793,2022-04-03 00:00:00,75,трафик,298
794,2022-04-03 01:00:00,94,звонок,10
795,2022-04-03 02:00:00,252,трафик,368
796,2022-04-03 03:00:00,425,звонок,32
797,2022-04-03 04:00:00,108,звонок,23
798,2022-04-03 05:00:00,230,звонок,17
799,2022-04-03 06:00:00,6,трафик,161
800,2022-04-03 07:00:00,76,трафик,492
801,2022-04-03 08:00:00,240,звонок,18
802,2022-04-03 09:00:00,352,звонок,22
803,2022-04-03 10:00:00,33,звонок,39
804,2022-04-03 11:00:00,64,смс,1
805,2022-04-03 12:00:00,412,трафик,244
806,2022-04-03 13:00:00,377,смс,2
807,2022-04-03 14:00:00,366,трафик,352
808,2022-04-03 15:00:00,226,смс,1
809,2022-04-03 16:00:00,33,трафик,184
810,2022-04-03 17:00:00,82,смс,2
811,2022-04-03 18:00:00,339,звонок,48
812,2022-04-03 19:00:00,359,трафик,381
813,2022-04-03 20:00:00,177,смс,1
814,2022-04-03 21:00:00,347,трафик,358
815,2022-04-03 22:00:00,488,трафик,120
816,2022-04-03 23:00:00,242,звонок,1
817,2022-04-04 00:00:00,103,звонок,35
818,2022-04-04 01:00:00,17,смс,1
819,2022-04-04 02:00:00,359,звонок,49
820,2022-04-04 03:00:00,300,трафик,108
821,2022-04-04 04:00:00,427,звонок,28
822,2022-04-04 05:00:00,393,трафик,278
823,2022-04-04 06:00:00,237,смс,1
824,2022-04-04 07:00:00,59,звонок,9
825,2022-04-04 08:00:00,415,смс,2
826,2022-04-04 09:00:00,16,звонок,43
827,2022-04-04 10:00:00,166,трафик,85
828,2022-04-04 11:00:00,473,трафик,228
829,2022-04-04 12:00:00,251,трафик,435
830,2022-04-04 13:00:00,127,трафик,83
831,2022-04-04 14:00:00,97,звонок,27
832,2022-04-04 15:00:00,155,звонок,19
833,2022-04-04 16:00:00,488,трафик,315
834,2022-04-04 17:00:00,56,смс,2
835,2022-04-04 18:00:00,440,трафик,465
836,2022-04-04 19:00:00,280,смс,1
837,2022-04-04 20:00:00,218,трафик,328
838,2022-04-04 21:00:00,225,смс,2
839,2022-04-04 22:00:00,256,звонок,49
840,2022-04-04 23:00:00,132,смс,1
841,2022-04-05 00:00:00,206,звонок,43
842,2022-04-05 01:00:00,73,звонок,38
843,2022-04-05 02:00:00,166,трафик,176
844,2022-04-05 03:00:00,361,смс,1
845,2022-04-05 04:00:00,350,трафик,128
846,2022-04-05 05:00:00,488,звонок,10
847,2022-04-05 06:00:00,168,звонок,49
848,2022-04-05 07:00:00,384,смс,2
849,2022-04-05 08:00:00,430,звонок,33
850,2022-04-05 09:00:00,440,трафик,322
851,2022-04-05 10:00:00,356,трафик,170
852,2022-04-05 11:00:00,55,трафик,149
853,2022-04-05 12:00:00,385,смс,1
854,2022-04-05 13:00:00,320,звонок,28
855,2022-04-05 14:00:00,67,звонок,33
856,2022-04-05 15:00:00,360,звонок,17
857,2022-04-05 16:00:00,363,трафик,241
858,2022-04-05 17:00:00,348,смс,1
859,2022-04-05 18:00:00,34,смс,2
860,2022-04-05 19:00:00,54,смс,2
861,2022-04-05 20:00:00,342,трафик,170
862,2022-04-05 21:00:00,316,трафик,498
863,2022-04-05 22:00:00,80,трафик,372
864,2022-04-05 23:00:00,5,смс,1
865,2022-04-06 00:00:00,56,смс,2
866,2022-04-06 01:00:00,357,звонок,31
867,2022-04-06 02:00:00,307,трафик,354
868,2022-04-06 03:00:00,301,смс,1
869,2022-04-06 04:00:00,74,трафик,293
870,2022-04-06 05:00:00,201,трафик,204
871,2022-04-06 06:00:00,87,звонок,27
872,2022-04-06 07:00:00,334,звонок,45
873,2022-04-06 08:00:00,150,смс,2
874,2022-04-06 09:00:00,276,трафик,473
875,2022-04-06 10:00:00,470,звонок,42
876,2022-04-06 11:00:00,452,звонок,25
877,2022-04-06 12:00:00,273,смс,2
878,2022-04-06 13:00:00,64,смс,1
879,2022-04-06 14:00:00,69,смс,2
880,2022-04-06 15:00:00,382,трафик,178
881,2022-04-06 16:00:00,106,смс,2
882,2022-04-06 17:00:00,37,смс,1
883,2022-04-06 18:00:00,171,звонок,31
884,2022-04-06 19:00:00,498,трафик,489
885,2022-04-06 20:00:00,163,трафик,438
886,2022-04-06 21:00:00,228,смс,2
887,2022-04-06 22:00:00,254,трафик,105
888,2022-04-06 23:00:00,407,звонок,42
889,2022-04-07 00:00:00,381,трафик,198
890,2022-04-07 01:00:00,135,трафик,273
891,2022-04-07 02:00:00,285,трафик,320
892,2022-04-07 03:00:00,406,трафик,339
893,2022-04-07 04:00:00,289,трафик,452
894,2022-04-07 05:00:00,192,смс,1
895,2022-04-07 06:00:00,25,смс,2
896,2022-04-07 07:00:00,447,смс,2
897,2022-04-07 08:00:00,372,смс,1
898,2022-04-07 09:00:00,355,звонок,42
899,2022-04-07 10:00:00,264,звонок,45
900,2022-04-07 11:00:00,224,звонок,27
901,2022-04-07 12:00:00,216,трафик,335
902,2022-04-07 13:00:00,44,смс,1
903,2022-04-07 14:00:00,260,звонок,26
904,2022-04-07 15:00:00,145,смс,2
905,2022-04-07 16:00:00,289,трафик,448
906,2022-04-07 17:00:00,176,смс,1
907,2022-04-07 18:00:00,420,трафик,321
908,2022-04-07 19:00:00,416,звонок,24
909,2022-04-07 20:00:00,487,звонок,42
910,2022-04-07 21:00:00,394,смс,2
911,2022-04-07 22:00:00,71,трафик,174
912,2022-04-07 23:00:00,5,смс,2
913,2022-04-08 00:00:00,500,трафик,129
914,2022-04-08 01:00:00,191,звонок,19
915,2022-04-08 02:00:00,261,трафик,310
916,2022-04-08 03:00:00,76,звонок,38
917,2022-04-08 04:00:00,477,звонок,38
918,2022-04-08 05:00:00,112,трафик,353
919,2022-04-08 06:00:00,425,звонок,43
920,2022-04-08 07:00:00,345,смс,1
921,2022-04-08 08:00:00,392,звонок,13
922,2022-04-08 09:00:00,418,смс,1
923,2022-04-08 10:00:00,320,звонок,8
924,2022-04-08 11:00:00,391,смс,2
925,2022-04-08 12:00:00,211,трафик,385
926,2022-04-08 13:00:00,73,звонок,1
927,2022-04-08 14:00:00,161,трафик,340
928,2022-04-08 15:00:00,448,звонок,6
929,2022-04-08 16:00:00,370,смс,1
930,2022-04-08 17:00:00,452,звонок,8
931,2022-04-08 18:00:00,33,звонок,39
932,2022-04-08 19:00:00,219,звонок,33
933,2022-04-08 20:00:00,42,смс,2
934,2022-04-08 21:00:00,68,смс,2
935,2022-04-08 22:00:00,9,звонок,33
936,2022-04-08 23:00:00,171,звонок,28
937,2022-04-09 00:00:00,167,смс,1
938,2022-04-09 01:00:00,240,трафик,123
939,2022-04-09 02:00:00,258,смс,2
940,2022-04-09 03:00:00,449,звонок,18
941,2022-04-09 04:00:00,396,смс,1
942,2022-04-09 05:00:00,454,трафик,280
943,2022-04-09 06:00:00,75,трафик,107
944,2022-04-09 07:00:00,123,смс,2
945,2022-04-09 08:00:00,3,смс,2
946,2022-04-09 09:00:00,235,трафик,389
947,2022-04-09 10:00:00,492,звонок,39
948,2022-04-09 11:00:00,260,смс,2
949,2022-04-09 12:00:00,323,звонок,9
950,2022-04-09 13:00:00,225,смс,2
951,2022-04-09 14:00:00,423,звонок,40
952,2022-04-09 15:00:00,133,смс,1
953,2022-04-09 16:00:00,468,звонок,32
954,2022-04-09 17:00:00,68,трафик,433
955,2022-04-09 18:00:00,85,смс,2
956,2022-04-09 19:00:00,87,звонок,44
957,2022-04-09 20:00:00,266,смс,2
958,2022-04-09 21:00:00,48,звонок,20
959,2022-04-09 22:00:00,125,смс,1
960,2022-04-09 23:00:00,200,звонок,4
961,2022-04-10 00:00:00,349,смс,2
962,2022-04-10 01:00:00,21,трафик,347
963,2022-04-10 02:00:00,144,трафик,367
964,2022-04-10 03:00:00,165,звонок,47
965,2022-04-10 04:00:00,277,звонок,3
966,2022-04-10 05:00:00,80,смс,1
967,2022-04-10 06:00:00,321,звонок,7
968,2022-04-10 07:00:00,312,трафик,256
969,2022-04-10 08:00:00,485,звонок,15
970,2022-04-10 09:00:00,33,трафик,172
971,2022-04-10 10:00:00,51,смс,2
972,2022-04-10 11:00:00,405,звонок,40
973,2022-04-10 12:00:00,239,смс,1
974,2022-04-10 13:00:00,289,звонок,20
975,2022-04-10 14:00:00,23,звонок,36
976,2022-04-10 15:00:00,222,смс,1
977,2022-04-10 16:00:00,445,трафик,258
978,2022-04-10 17:00:00,333,смс,2
979,2022-04-10 18:00:00,253,смс,2
980,2022-04-10 19:00:00,477,смс,1
981,2022-04-10 20:00:00,71,звонок,11
982,2022-04-10 21:00:00,92,трафик,198
983,2022-04-10 22:00:00,496,смс,2
984,2022-04-10 23:00:00,48,смс,1
985,2022-04-11 00:00:00,254,звонок,11
986,2022-04-11 01:00:00,33,звонок,6
987,2022-04-11 02:00:00,92,звонок,39
988,2022-04-11 03:00:00,45,смс,1
989,2022-04-11 04:00:00,14,звонок,22
990,2022-04-11 05:00:00,245,звонок,5
991,2022-04-11 06:00:00,386,смс,2
992,2022-04-11 07:00:00,433,звонок,12
993,2022-04-11 08:00:00,450,смс,1
994,2022-04-11 09:00:00,21,звонок,6
995,2022-04-11 10:00:00,173,трафик,372
996,2022-04-11 11:00:00,278,смс,2
997,2022-04-11 12:00:00,243,смс,2
998,2022-04-11 13:00:00,157,звонок,30
999,2022-04-11 14:00:00,88,трафик,135
1000,2022-04-11 15:00:00,388,звонок,11
1001,2022-04-11 16:00:00,472,смс,1
1002,2022-04-11 17:00:00,486,звонок,37
1003,2022-04-11 18:00:00,413,звонок,20
1004,2022-04-11 19:00:00,252,звонок,41
1005,2022-04-11 20:00:00,104,звонок,26
1006,2022-04-11 21:00:00,63,звонок,30
1007,2022-04-11 22:00:00,248,звонок,3
1008,2022-04-11 23:00:00,495,звонок,25
1009,2022-04-12 00:00:00,215,звонок,9
1010,2022-04-12 01:00:00,375,трафик,315
1011,2022-04-12 02:00:00,178,звонок,18
1012,2022-04-12 03:00:00,394,трафик,358
1013,2022-04-12 04:00:00,406,звонок,5
1014,2022-04-12 05:00:00,440,смс,2
1015,2022-04-12 06:00:00,187,звонок,9
1016,2022-04-12 07:00:00,238,трафик,460
1017,2022-04-12 08:00:00,433,трафик,162
1018,2022-04-12 09:00:00,140,смс,1
1019,2022-04-12 10:00:00,200,звонок,29
1020,2022-04-12 11:00:00,414,смс,1
1021,2022-04-12 12:00:00,312,смс,1
1022,2022-04-12 13:00:00,364,смс,2
1023,2022-04-12 14:00:00,451,смс,1
1024,2022-04-12 15:00:00,389,звонок,12
1025,2022-04-12 16:00:00,230,звонок,30
1026,2022-04-12 17:00:00,130,звонок,15
1027,2022-04-12 18:00:00,488,смс,2
1028,2022-04-12 19:00:00,415,трафик,450
1029,2022-04-12 20:00:00,469,звонок,28
1030,2022-04-12 21:00:00,302,смс,2
1031,2022-04-12 22:00:00,396,трафик,474
1032,2022-04-12 23:00:00,64,трафик,288
1033,2022-04-13 00:00:00,358,трафик,331
1034,2022-04-13 01:00:00,444,смс,2
1035,2022-04-13 02:00:00,477,смс,1
1036,2022-04-13 03:00:00,274,смс,2
1037,2022-04-13 04:00:00,388,трафик,224
1038,2022-04-13 05:00:00,275,звонок,7
1039,2022-04-13 06:00:00,152,смс,2
1040,2022-04-13 07:00:00,227,трафик,178
1041,2022-04-13 08:00:00,63,звонок,1
1042,2022-04-13 09:00:00,345,трафик,455
1043,2022-04-13 10:00:00,23,смс,1
1044,2022-04-13 11:00:00,332,смс,1
1045,2022-04-13 12:00:00,238,звонок,9
1046,2022-04-13 13:00:00,221,смс,1
1047,2022-04-13 14:00:00,372,звонок,23
1048,2022-04-13 15:00:00,439,трафик,495
1049,2022-04-13 16:00:00,60,звонок,37
1050,2022-04-13 17:00:00,310,смс,2
1051,2022-04-13 18:00:00,267,звонок,49
1052,2022-04-13 19:00:00,318,трафик,358
1053,2022-04-13 20:00:00,486,трафик,215
1054,2022-04-13 21:00:00,131,смс,2
1055,2022-04-13 22:00:00,231,трафик,192
1056,2022-04-13 23:00:00,155,смс,2
1057,2022-04-14 00:00:00,387,смс,2
1058,2022-04-14 01:00:00,432,трафик,182
1059,2022-04-14 02:00:00,43,трафик,390
1060,2022-04-14 03:00:00,473,звонок,19
1061,2022-04-14 04:00:00,458,смс,2
1062,2022-04-14 05:00:00,222,трафик,310
1063,2022-04-14 06:00:00,385,звонок,42
1064,2022-04-14 07:00:00,79,смс,2
1065,2022-04-14 08:00:00,257,трафик,363
1066,2022-04-14 09:00:00,211,звонок,18
1067,2022-04-14 10:00:00,150,звонок,30
1068,2022-04-14 11:00:00,437,звонок,33
1069,2022-04-14 12:00:00,367,трафик,358
1070,2022-04-14 13:00:00,383,трафик,466
1071,2022-04-14 14:00:00,245,звонок,14
1072,2022-04-14 15:00:00,38,трафик,382
1073,2022-04-14 16:00:00,107,смс,2
1074,2022-04-14 17:00:00,150,звонок,2
1075,2022-04-14 18:00:00,451,смс,1
1076,2022-04-14 19:00:00,406,звонок,44
1077,2022-04-14 20:00:00,135,звонок,36
1078,2022-04-14 21:00:00,148,трафик,102
1079,2022-04-14 22:00:00,158,смс,1
1080,2022-04-14 23:00:00,5,звонок,12
1081,2022-04-15 00:00:00,124,звонок,19
1082,2022-04-15 01:00:00,86,смс,2
1083,2022-04-15 02:00:00,305,смс,2
1084,2022-04-15 03:00:00,272,звонок,15
1085,2022-04-15 04:00:00,240,звонок,11
1086,2022-04-15 05:00:00,31,смс,2
1087,2022-04-15 06:00:00,421,смс,2
1088,2022-04-15 07:00:00,171,трафик,243
1089,2022-04-15 08:00:00,122,трафик,203
1090,2022-04-15 09:00:00,182,звонок,3
1091,2022-04-15 10:00:00,61,смс,2
1092,2022-04-15 11:00:00,485,смс,1
1093,2022-04-15 12:00:00,346,смс,2
1094,2022-04-15 13:00:00,167,звонок,5
1095,2022-04-15 14:00:00,404,звонок,8
1096,2022-04-15 15:00:00,226,смс,1
1097,2022-04-15 16:00:00,226,трафик,204
1098,2022-04-15 17:00:00,146,трафик,286
1099,2022-04-15 18:00:00,112,смс,1
1100,2022-04-15 19:00:00,90,смс,2
1101,2022-04-15 20:00:00,497,звонок,31
1102,2022-04-15 21:00:00,218,трафик,256
1103,2022-04-15 22:00:00,339,трафик,214
1104,2022-04-15 23:00:00,383,смс,2
1105,2022-04-16 00:00:00,434,смс,1
1106,2022-04-16 01:00:00,6,смс,2
1107,2022-04-16 02:00:00,472,трафик,214
1108,2022-04-16 03:00:00,175,смс,2
1109,2022-04-16 04:00:00,81,трафик,289
1110,2022-04-16 05:00:00,419,смс,2
1111,2022-04-16 06:00:00,468,трафик,283
1112,2022-04-16 07:00:00,393,звонок,22
1113,2022-04-16 08:00:00,434,трафик,478
1114,2022-04-16 09:00:00,222,звонок,19
1115,2022-04-16 10:00:00,300,трафик,394
1116,2022-04-16 11:00:00,423,трафик,288
1117,2022-04-16 12:00:00,101,смс,2
1118,2022-04-16 13:00:00,290,звонок,26
1119,2022-04-16 14:00:00,430,смс,1
1120,2022-04-16 15:00:00,322,смс,1
1121,2022-04-16 16:00:00,92,смс,2
1122,2022-04-16 17:00:00,92,смс,2
1123,2022-04-16 18:00:00,232,звонок,45
1124,2022-04-16 19:00:00,468,смс,2
1125,2022-04-16 20:00:00,410,звонок,41
1126,2022-04-16 21:00:00,91,трафик,397
1127,2022-04-16 22:00:00,432,смс,1
1128,2022-04-16 23:00:00,399,смс,2
1129,2022-04-17 00:00:00,219,звонок,16
1130,2022-04-17 01:00:00,276,трафик,494
1131,2022-04-17 02:00:00,435,смс,2
1132,2022-04-17 03:00:00,304,трафик,480
1133,2022-04-17 04:00:00,388,звонок,42
1134,2022-04-17 05:00:00,188,трафик,194
1135,2022-04-17 06:00:00,48,трафик,430
1136,2022-04-17 07:00:00,426,звонок,47
1137,2022-04-17 08:00:00,383,трафик,253
1138,2022-04-17 09:00:00,143,трафик,258
1139,2022-04-17 10:00:00,157,звонок,26
1140,2022-04-17 11:00:00,436,смс,2
1141,2022-04-17 12:00:00,459,звонок,23
1142,2022-04-17 13:00:00,387,звонок,1
1143,2022-04-17 14:00:00,470,трафик,230
1144,2022-04-17 15:00:00,73,трафик,194
1145,2022-04-17 16:00:00,27,смс,2
1146,2022-04-17 17:00:00,492,звонок,14
1147,2022-04-17 18:00:00,348,трафик,221
1148,2022-04-17 19:00:00,352,трафик,292
1149,2022-04-17 20:00:00,461,трафик,347
1150,2022-04-17 21:00:00,333,трафик,162
1151,2022-04-17 22:00:00,151,звонок,32
1152,2022-04-17 23:00:00,7,трафик,467
1153,2022-04-18 00:00:00,112,смс,2
1154,2022-04-18 01:00:00,473,звонок,17
1155,2022-04-18 02:00:00,455,трафик,432
1156,2022-04-18 03:00:00,212,смс,2
1157,2022-04-18 04:00:00,229,звонок,5
1158,2022-04-18 05:00:00,432,трафик,226
1159,2022-04-18 06:00:00,367,смс,2
1160,2022-04-18 07:00:00,213,звонок,27
1161,2022-04-18 08:00:00,137,трафик,447
1162,2022-04-18 09:00:00,360,смс,2
1163,2022-04-18 10:00:00,43,звонок,41
1164,2022-04-18 11:00:00,201,звонок,33
1165,2022-04-18 12:00:00,354,звонок,22
1166,2022-04-18 13:00:00,250,смс,1
1167,2022-04-18 14:00:00,64,трафик,266
1168,2022-04-18 15:00:00,222,смс,1
1169,2022-04-18 16:00:00,364,трафик,162
1170,2022-04-18 17:00:00,257,смс,1
1171,2022-04-18 18:00:00,84,трафик,352
1172,2022-04-18 19:00:00,314,смс,2
1173,2022-04-18 20:00:00,323,звонок,9
1174,2022-04-18 21:00:00,323,трафик,235
1175,2022-04-18 22:00:00,341,звонок,30
1176,2022-04-18 23:00:00,203,трафик,265
1177,2022-04-19 00:00:00,291,звонок,41
1178,2022-04-19 01:00:00,421,звонок,22
1179,2022-04-19 02:00:00,287,звонок,15
1180,2022-04-19 03:00:00,458,смс,1
1181,2022-04-19 04:00:00,311,звонок,12
1182,2022-04-19 05:00:00,450,звонок,21
1183,2022-04-19 06:00:00,384,смс,2
1184,2022-04-19 07:00:00,77,смс,2
1185,2022-04-19 08:00:00,73,трафик,100
1186,2022-04-19 09:00:00,247,звонок,27
1187,2022-04-19 10:00:00,11,звонок,49
1188,2022-04-19 11:00:00,287,смс,1
1189,2022-04-19 12:00:00,350,трафик,402
1190,2022-04-19 13:00:00,226,звонок,32
1191,2022-04-19 14:00:00,237,трафик,158
1192,2022-04-19 15:00:00,373,трафик,258
1193,2022-04-19 16:00:00,496,смс,1
1194,2022-04-19 17:00:00,50,трафик,218
1195,2022-04-19 18:00:00,126,трафик,295
1196,2022-04-19 19:00:00,491,звонок,20
1197,2022-04-19 20:00:00,267,звонок,8
1198,2022-04-19 21:00:00,319,трафик,343
1199,2022-04-19 22:00:00,43,звонок,40
1200,2022-04-19 23:00:00,398,трафик,219
1201,2022-04-20 00:00:00,179,трафик,167
1202,2022-04-20 01:00:00,12,смс,1
1203,2022-04-20 02:00:00,110,трафик,233
1204,2022-04-20 03:00:00,390,смс,1
1205,2022-04-20 04:00:00,284,звонок,25
1206,2022-04-20 05:00:00,272,звонок,21
1207,2022-04-20 06:00:00,327,смс,2
1208,2022-04-20 07:00:00,133,смс,2
1209,2022-04-20 08:00:00,401,трафик,303
1210,2022-04-20 09:00:00,129,трафик,363
1211,2022-04-20 10:00:00,439,смс,1
1212,2022-04-20 11:00:00,126,трафик,461
1213,2022-04-20 12:00:00,203,звонок,8
1214,2022-04-20 13:00:00,467,звонок,18
1215,2022-04-20 14:00:00,495,трафик,152
1216,2022-04-20 15:00:00,184,смс,2
1217,2022-04-20 16:00:00,475,звонок,31
1218,2022-04-20 17:00:00,365,трафик,302
